PG.ProteinGroups,PG.Genes,PG.Organisms,[1] oecf4_20240822_Exp61_LTED_DMSO_rep1_full.raw.PG.Quantity,[2] oecf4_20240822_Exp61_LTED_DMSO_rep2_full.raw.PG.Quantity,[3] oecf4_20240822_Exp61_LTED_DMSO_rep3_full.raw.PG.Quantity,[4] oecf4_20240822_Exp61_LTED_inh_rep1_full.raw.PG.Quantity,[5] oecf4_20240822_Exp61_LTED_inh_rep2_full.raw.PG.Quantity,[6] oecf4_20240822_Exp61_LTED_inh_rep3_full.raw.PG.Quantity,[7] oecf4_20240822_Exp61_TAMR_DMSO_rep1_full.raw.PG.Quantity,[8] oecf4_20240822_Exp61_TAMR_DMSO_rep2_full.raw.PG.Quantity,[9] oecf4_20240822_Exp61_TAMR_DMSO_rep3_full.raw.PG.Quantity,[10] oecf4_20240822_Exp61_TAMR_inh_rep1_full.raw.PG.Quantity,[11] oecf4_20240822_Exp61_TAMR_inh_rep2_full.raw.PG.Quantity,[12] oecf4_20240822_Exp61_TAMR_inh_rep3_full.raw.PG.Quantity,[13] oecf4_20240822_Exp61_WT_DMSO_rep1_full.raw.PG.Quantity,[14] oecf4_20240822_Exp61_WT_DMSO_rep2_full.raw.PG.Quantity,[15] oecf4_20240822_Exp61_WT_DMSO_rep3_full.raw.PG.Quantity,[16] oecf4_20240822_Exp61_WT_inh_rep1_full.raw.PG.Quantity,[17] oecf4_20240822_Exp61_WT_inh_rep2_full.raw.PG.Quantity,[18] oecf4_20240822_Exp61_WT_inh_rep3_full.raw.PG.Quantity
Q86UK0,ABCA12,Homo sapiens,140595.078125,154758.15625,193309.140625,135934.546875,177866.609375,122527.53125,NaN,NaN,NaN,NaN,NaN,NaN,302984.21875,219569.46875,223179.015625,259818.171875,255317.296875,209578.0625
Q86UK7,ZNF598,Homo sapiens,649920.875,739611.625,524752.4375,639740.8125,749556.625,529373.125,593244.8125,614477.4375,524807.0625,552139.6875,651574.25,740675.125,685302.1875,546194.3125,562331.4375,674980.8125,564413.375,512861.09375
Q86UL3,GPAT4,Homo sapiens,174090.359375,109837.5,NaN,191084.0625,229043.78125,117105.296875,211663.15625,207103.96875,229413.296875,182346.890625,200556.203125,250060.390625,249831.171875,191585.796875,206932.703125,205482.78125,224805.234375,183351.828125
Q86UP2,KTN1,Homo sapiens,1858470.125,1973055.75,1834106.625,1718858.5,2099125.75,1507657.125,1343210.25,1174530.5,1448856.25,1300530.75,1315209.5,1763111,2074665.625,1575706.25,1234303.625,1967815.5,1570812,1271279.625
Q86US8,SMG6,Homo sapiens,155341.65625,173625.1875,187599.4375,168870.96875,202576.984375,146535.0625,189109.28125,157742.8125,204231.3125,164185.078125,206751.296875,271135.96875,388678.25,255507.578125,230534.5625,348838.6875,285031.4375,229370.78125
Q86UT6,NLRX1,Homo sapiens,177552.8125,186931.4375,142135.078125,156141.75,222993.28125,158758.46875,181058.484375,163893.59375,212449.640625,171900.359375,169661.65625,255064.828125,225659.375,184242.609375,150953.78125,204250.90625,177593.21875,170566.359375
Q86UU0,BCL9L,Homo sapiens,117819.2890625,145452.90625,122636.3671875,127202.6953125,159245.875,119933.03125,170684.21875,190544.578125,148974.015625,176866.8125,170613.375,180112.78125,135215.171875,102107.1953125,113685.3671875,126971.2421875,112496.2109375,102540.9765625
Q86UU1,PHLDB1,Homo sapiens,56518.828125,58654.6640625,NaN,47643.296875,38307.0859375,50081.8125,82971.9140625,NaN,44788.10546875,41523.203125,NaN,NaN,108604.9921875,84266.7421875,79884.1015625,113405.8515625,93682.3125,84336.4609375
Q86UV5,USP48,Homo sapiens,231829.375,267652.21875,226196.265625,221749.390625,280770.4375,201096.3125,263247.15625,255141.515625,286152.4375,250586.984375,265949.65625,374564.5,385187.5625,309007.34375,286242.78125,407008.96875,335574.75,271903.90625
Q86UW6,N4BP2,Homo sapiens,17549.119140625,19583.166015625,NaN,6305.09423828125,18533.673828125,36669.48828125,974.7744140625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13369.9345703125,16332.908203125,17374.822265625,NaN
Q86UW7,CADPS2,Homo sapiens,39434.68359375,55178.57421875,48532.8515625,37471.71875,68565.6953125,58950.4609375,83411.8984375,53228.18359375,103893.515625,75797.6484375,68404.1015625,112501.46875,78974.640625,64047.921875,48779.34765625,52422.23046875,67568.2109375,57133.1328125
Q86UX6,STK32C,Homo sapiens,264360.25,262746.25,242175.140625,237568.0625,320518.625,199643.3125,93543.796875,103243.96875,117664.0859375,104037.5625,103534.8359375,159499.109375,137922.4375,125679.8046875,109911.9453125,144992.453125,122754.84375,107900.6484375
Q86UX7,FERMT3,Homo sapiens,64344.48046875,137946.71875,NaN,70054.078125,65872.6640625,NaN,118058.546875,92591.953125,95363.6484375,112508.78125,122157.34375,192039.75,156413.875,126451.7265625,111850.375,160510.015625,139612.515625,119837.703125
Q86UY6,NAA40,Homo sapiens,459822.84375,421321.5625,227486.859375,411665.53125,489931.375,275524.53125,295360.78125,286693.4375,322892.90625,267763.40625,320071,430387.1875,572367.375,396313.78125,348778.9375,536930.3125,493294.46875,337425.65625
Q86UY8,NT5DC3,Homo sapiens,437470.15625,458790.53125,343562.6875,430791.125,512908.15625,377227.4375,358547.21875,335594.375,439495.9375,326089.15625,352291,484384.96875,1059858.125,875477.9375,737071.125,1027005.4375,924828.4375,782175.5
Q86V15,CASZ1,Homo sapiens,119838.359375,105875.8359375,94617.4765625,98371.8984375,128301.828125,85102.1875,104557.359375,97508.828125,112481.2265625,100280.234375,105728.4921875,146120.875,175533.078125,135132.5625,110721.3671875,172144.21875,134524.765625,112168.5546875
Q86V21,AACS,Homo sapiens,2558550.75,2660058.25,2245624.25,2439787,2985781.5,1603822.5,2226711.25,2018000.75,2108471.5,2229612.5,2205105.75,2904435,2133541.25,1619292.625,1478369.875,2170281.5,1716132,1320050
Q86V48,LUZP1,Homo sapiens,180060.046875,210172.125,199281,193809.015625,236746.984375,207406.46875,204181.46875,225747.6875,228926.9375,229367.453125,234836.59375,289202.75,188090.890625,142391.328125,128045.78125,163286.703125,163629.1875,125616.2890625
Q86V81,ALYREF,Homo sapiens,5133172,8019508,4495693.5,6841070.5,8097630.5,5240425.5,6372266.5,6528914.5,4975370,5921773,6337979.5,6989511.5,8784955,4947588.5,4988158,10249446,8407851,4706063.5
Q86V85,GPR180,Homo sapiens,148066.953125,107620.5546875,139614.015625,122648.5078125,180597.09375,116749.5234375,126494.515625,147280.296875,157003.8125,125498.375,140561.390625,170460.84375,64702.8828125,120275.203125,127478.8125,NaN,119588.1875,48614.99609375
Q86V87,FHIP2B,Homo sapiens,116017.703125,114765.3125,144693.484375,90139.8125,144636.609375,110173.515625,96152.7421875,66760.7421875,154097.1875,110641.9140625,89699.1015625,170675.390625,161504.578125,149880.21875,99709.46875,163183.625,149838.359375,121017.0390625
Q86V88,MDP1,Homo sapiens,382473.53125,292209.71875,261011.1875,308044.09375,411837.84375,320596.4375,150312.15625,166337.421875,318192.0625,164276.234375,96447.59375,251433.359375,373465.40625,210275.9375,97579.6171875,436339.21875,221218.046875,160802.375
Q86V97,KBTBD6,Homo sapiens,287894.03125,292511.71875,292081,301104.5,349673.34375,244233.015625,366423.46875,298820.53125,342027.75,290842.8125,273772.15625,345133.15625,651092.3125,445022.0625,294430.1875,513486.8125,500508.96875,391327.3125
Q86VE9,SERINC5,Homo sapiens,NaN,12179.4560546875,NaN,NaN,NaN,NaN,NaN,10175.46484375,NaN,NaN,NaN,NaN,6562.34521484375,NaN,29073.884765625,NaN,16989.416015625,NaN
Q86VI3,IQGAP3,Homo sapiens,638141,642416.875,473978.0625,607845.5,766343.75,465468.65625,274306.25,264929,311969.1875,276390.1875,272874.53125,374923.75,766714.5,573755.375,500918.875,729212.5,631355.0625,491727.3125
Q86VM9,ZC3H18,Homo sapiens,615526.375,680646.5,587841.1875,657793,790886.375,583489.25,616148.125,654357.4375,658415.375,728067.5,700823.75,744260.4375,847695.9375,605358.125,642471.25,812231.5625,717313.5625,575158.1875
Q86VN1,VPS36,Homo sapiens,795984.8125,812753.9375,754045.875,763963.1875,972977.6875,521998.40625,484689.96875,446837.375,482918.34375,428009.875,472804.5,613350.9375,1665983.75,1238838.25,1068648,1629018.375,1355519.375,1075760
Q86VP1,TAX1BP1,Homo sapiens,79214.203125,70465.546875,63597.765625,59732.3046875,76514.234375,34062.3046875,NaN,NaN,NaN,NaN,NaN,25798.236328125,20184.482421875,NaN,NaN,30859.732421875,NaN,NaN
Q86VP3,PACS2,Homo sapiens,215782.71875,231544.734375,195137.390625,213558.125,247327.015625,161553.234375,163553.375,155740.265625,171040.6875,138471.859375,155288.1875,202403.078125,184056.671875,148405.875,140262.046875,156251.734375,159649.5625,126043.5078125
Q86VP6,CAND1,Homo sapiens,9678044,10203443,7842020.5,9022862,11255295,7667918,9004131,8428040,9420250,8387331.5,9129559,12087540,13705012,10189143,9222689,12371663,11073677,8752304
Q86VQ1,GLCCI1,Homo sapiens,137070.15625,137099.390625,181944.28125,130361.3984375,163740.140625,63353.12890625,NaN,42188.34375,51946.484375,39457.828125,57572.171875,NaN,60092.34765625,NaN,NaN,76047.7421875,NaN,NaN
Q86VR2,RETREG3,Homo sapiens,912705.375,928273.4375,1037694.1875,845782.25,1046409.125,395159.71875,892739.1875,883714.5625,936895.4375,881274.4375,919490.625,1174301.125,1073068,729949.0625,679400.9375,994481.8125,821148.75,661779.9375
Q86VS8,HOOK3,Homo sapiens,117573.4609375,129723.2421875,137740.203125,115219.0703125,137791.3125,120974.3203125,118891.546875,107240.671875,143762.5,133883.296875,122793.0859375,147298.40625,123456.453125,93623.984375,65548.3671875,109720.78125,89949.3046875,77837.53125
Q86VU5,COMTD1,Homo sapiens,261857.03125,368180.53125,155885.125,277762.125,321782.25,192653.296875,273614.875,248388.40625,218653.96875,231967.1875,305028.3125,283416.375,468982.96875,360431.90625,463317.0625,397213.84375,378881,316633.53125
Q86VW0,SESTD1,Homo sapiens,17614.04296875,18416.095703125,NaN,14755.162109375,28242.873046875,5230.2626953125,11336.21484375,10509.3837890625,14590.453125,12722.779296875,10569.947265625,17281.36328125,32129.095703125,34222.28125,22756.876953125,32788.265625,34176.94140625,30142.19921875
Q86VX2,COMMD7,Homo sapiens,347552.71875,444829.78125,290454.84375,386504.4375,481820.96875,408571.65625,310215.28125,316461.5625,366482.84375,295000.1875,306601.03125,392210.90625,475773.75,338581.875,322941.75,365370.96875,392202.6875,270011.09375
Q86VX9,MON1A,Homo sapiens,36570.21484375,40721.90234375,44357.2578125,42294.640625,45362.4140625,38955.34375,69096.6171875,55059.22265625,90904.453125,66112.703125,59023.25,94349.1015625,90198.859375,66317.8828125,48685.53515625,76850.5859375,70966.375,51339.01953125
Q86VY4,TSPYL5,Homo sapiens,1417472.875,1653559.75,989762,1415135,1686052,1182056.75,1350854.875,1374175.125,1223631.375,1200853.625,1384598.875,1550335.375,1303299.875,1049602.75,1139997.75,1261753.125,1149608.875,1035084.6875
Q86VZ2,WDR5B,Homo sapiens,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3838.842529296875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q86VZ5,SGMS1,Homo sapiens,110996.59375,134072.046875,116177.8046875,120097.9453125,170050.828125,82662.96875,96688.7109375,78806.4921875,77816.46875,107851.8203125,83637.625,109434.6484375,153519.875,108852.4609375,83386.640625,168482.84375,107839.8125,63249.2578125
Q86W25,NLRP13,Homo sapiens,2457674.5,2403558,NaN,2292901.5,2949451.5,903699,2750970,2318811,2443091.5,2356963.25,2460659,3249787.5,1856598.75,1266405,1078041.75,1890842.5,1297236.75,883467.8125
Q86W34,AMZ2,Homo sapiens,272465.625,283974.09375,256380.125,268609.875,342716.78125,238051.71875,321725.59375,325908.9375,319929.03125,305040.75,308395.25,410883.90625,309522.21875,256795.203125,243272.75,319850,278927.8125,217305.90625
Q86W42,THOC6,Homo sapiens,1115312.125,1192664.875,887456.4375,1105536.125,1356573.75,817168.125,1150860.75,1107160.375,1073902.875,1130118.375,1163812.375,1320610.375,1511018,1217132.625,1163575.875,1597534.125,1307808.625,1029364.9375
Q86W50,METTL16,Homo sapiens,279175.71875,304697.25,263076.65625,286354.40625,345358.8125,205207.46875,241587.609375,228046.109375,272758.875,246246.953125,239278.3125,294503.53125,557527.1875,433627.625,379998.625,533106.125,422968.15625,395400.90625
Q86W56,PARG,Homo sapiens,453897.125,502424.75,318152.625,446102.59375,533808.625,377648.34375,514181.90625,460303.53125,511205.625,450765.6875,495877.875,599687.75,727715.0625,501252.25,515075.28125,616968.75,601688.75,500381.75
Q86W92,PPFIBP1,Homo sapiens,99272.75,121691.2265625,132798.109375,105012.8828125,138660.703125,56114.46875,69068.359375,57628.7265625,89572.109375,75165.515625,59431.0703125,88514.4375,163268.078125,103782.7890625,110763.9375,152641.15625,139286.015625,106264.578125
Q86WA6,BPHL,Homo sapiens,521841.6875,558453.875,471712.3125,459734.3125,668148.5,334806.59375,515103.0625,472136.375,582040.25,495444.46875,516082.53125,834694.5,928632.5,719536.625,705848.375,979341.9375,822977.875,652865.9375
Q86WA8,LONP2,Homo sapiens,320939.5,372940.21875,313558.125,330967.59375,410664.84375,266103.875,393350.625,346361.34375,471234.6875,382199.0625,432202.03125,589389,515137.8125,385694.96875,333001.75,509218.8125,414181.25,356818.125
Q86WA9,SLC26A11,Homo sapiens,167118.234375,203363.8125,192161.78125,161223.109375,180697.40625,102063.0859375,48121.265625,97393.28125,53849.1640625,63971.4765625,82656.3359375,64979.8828125,162461.109375,143470.0625,109014.3125,142479.40625,140507.625,69679.515625
Q86WB0,ZC3HC1,Homo sapiens,312064.75,310809.8125,253324.0625,279044.5,351891.90625,244638.5625,208712.828125,221221.90625,210473.796875,204839.609375,227982.5625,267587.5625,453917.46875,351353.15625,314607.71875,465515.375,364074.75,344794.40625
Q86WC4,OSTM1,Homo sapiens,29102.9921875,44828.3515625,NaN,55270.734375,52064.6328125,39010.078125,20888.115234375,27968.796875,NaN,18240.421875,43692.65625,31885.00390625,41227.8828125,31607.515625,20706.943359375,51840.28515625,44138.1484375,17744.099609375
Q86WJ1,CHD1L,Homo sapiens,842812.375,844366.4375,696980.75,796362.0625,955019.3125,647518,762344.625,725180.8125,804998.5625,719805,783802.3125,1053954.625,1454316.5,1094560.375,1043703.6875,1394815.5,1216770.125,1027898.4375
Q86WK6,AMIGO1,Homo sapiens,11703.673828125,16861.86328125,5200.58154296875,17038.044921875,8983.869140625,10598.833984375,22156.38671875,50617.640625,23696.75390625,37521.640625,38693.421875,28081.421875,12038.3681640625,6543.58935546875,19004.779296875,15008.4189453125,11408.6162109375,11374.9794921875
Q86WN1,FCHSD1,Homo sapiens,93614.078125,100726.8515625,69645.1015625,96091.34375,116848.984375,75372.9765625,20694.912109375,17300.345703125,34811.765625,68381.78125,39530.03125,51783.90234375,66964.671875,77247.390625,40604.6015625,82899.71875,60634.265625,67683.8046875
Q86WP2,GPBP1,Homo sapiens,NaN,NaN,761.6043701171875,NaN,403.83123779296875,430.188720703125,448.07244873046875,NaN,NaN,NaN,NaN,NaN,1082.9208984375,NaN,1062.8240966796875,1364.383056640625,884.16064453125,NaN
Q86WQ0,NR2C2AP,Homo sapiens,415664.78125,448495.125,285732.46875,389070.75,481887.5,319129.875,651764.0625,538149.875,551118.875,594430.625,702556.5625,841855.1875,998876.4375,699875.1875,739160.375,1059575.25,846660.75,589255.875
Q86WR0,CCDC25,Homo sapiens,901923.6875,1022245.75,974921,1015052.6875,1222314.125,564216.25,760041.1875,687253.25,838310.9375,689935.125,810589.0625,969651.875,1107780.625,757860.1875,794497.1875,1071538.25,885523.1875,738915.875
Q86WR7,PROSER2,Homo sapiens,89276.3828125,96950.0078125,110420.09375,88674.1953125,116838.0234375,94488.15625,93951.0390625,130978.7734375,97207.3984375,113399.5,109106.6171875,114327.2890625,61395.28125,38854.5625,46781.34765625,57207.9140625,53519.0390625,45303.01953125
Q86WS4,C12orf40,Homo sapiens,95999.265625,88576.390625,103397.828125,74796.1953125,92638.234375,56717.875,148334.5,79436.6875,181289.40625,187571.015625,211209.15625,284554.84375,93914.4375,68733.46875,63437.828125,133126.703125,82187.1796875,68792.4140625
Q86WT1;Q8N4P2,TTC30A;TTC30B,Homo sapiens,26088.923828125,NaN,10696.4111328125,14333.0224609375,86981.6875,NaN,23895.16015625,18298.880859375,NaN,32487.142578125,NaN,NaN,78786.515625,42782.2578125,35132.55859375,86776.390625,56999.171875,46997.3359375
Q86WU2,LDHD,Homo sapiens,NaN,NaN,NaN,104174.3046875,70124.703125,141749.515625,260711.046875,229796.234375,264386.53125,228636.15625,246543.4375,313135.28125,447581.09375,330936.8125,309248.28125,396067.1875,376565.46875,315709.4375
Q86WV5,TEN1,Homo sapiens,NaN,NaN,12969.591796875,8600.173828125,20223.134765625,5718.07470703125,8067.294921875,7205.8740234375,19732.39453125,13093.72265625,NaN,24552.78125,18713.853515625,NaN,NaN,14366.77734375,NaN,14295.5771484375
Q86WW8,COA5,Homo sapiens,4336.5380859375,NaN,NaN,NaN,NaN,3090.879638671875,23136.857421875,25168.8046875,21311.138671875,27299.693359375,28745.505859375,34085.7109375,11758.1845703125,5711.42822265625,15654.57421875,NaN,13889.1787109375,10959.3583984375
Q86WX3,RPS19BP1,Homo sapiens,783684.4375,846310.5625,809146.625,756539.4375,943947,699336,688531.4375,580662.1875,624120.625,639722.5,697095.5,932409,1005333.3125,703980.3125,599046.1875,944466.875,805064.625,621931.875
Q86X02,CDR2L,Homo sapiens,62424.296875,61273.09375,43455.328125,68280.65625,93226.0234375,78244.3203125,46298.8984375,NaN,52087.7578125,43723.99609375,55506.04296875,57439.8046875,48708.390625,NaN,NaN,51386.796875,40722.74609375,NaN
Q86X10,RALGAPB,Homo sapiens,415838.8125,436275.25,359031.375,403537.40625,496003.53125,317301.0625,370567.09375,392850.84375,403574.53125,350006.25,362159.3125,476034.5625,510989.5625,389651.0625,355439.71875,435125.75,435708.03125,364791.84375
Q86X27,RALGPS2,Homo sapiens,112918.234375,119061.375,129566.25,117639.4375,119850.71875,120844.6875,21961.880859375,66746.6640625,82800.828125,69123.890625,47624.3984375,66867.3828125,136275.828125,141709.984375,70551.4609375,143281.71875,20885.4375,121610.96875
Q86X29,LSR,Homo sapiens,685045,654224,616911.125,644121.25,778659.8125,481356.25,353484.15625,350186.125,357791.5625,395188.5625,342682.21875,454191.75,834033.5,585608.25,519897.5625,830307.3125,629423.125,485946.09375
Q86X52,CHSY1,Homo sapiens,125339.78125,127063.5,129376.53125,113772.578125,130840.6015625,100454.8046875,95904.578125,100846.6171875,112166.40625,94359.3359375,97410.1015625,146187.515625,167486.875,125527.7734375,102526.859375,140523.9375,139226.703125,105518.8203125
Q86X53,ERICH1,Homo sapiens,53747.25,112574.6171875,71609.359375,NaN,75633.0390625,60284.40234375,56774.69921875,57430.05859375,81407.1328125,73333.28125,78509.1875,99968.1953125,81594.90625,70550.1328125,70467.0703125,50827.88671875,74491.6015625,47390.57421875
Q86X55,CARM1,Homo sapiens,1554499.25,1581078.25,1340234.5,1484552.25,1735946.875,1097773.75,1728641.125,1592188,1723129.625,1623652.375,1662153,2226901,2324721,1753911.625,1566760.75,2239477,1828462.125,1424388.375
Q86X76,NIT1,Homo sapiens,563267.25,654679.3125,674746.625,605440.3125,854500.5,496406.53125,175873.765625,137648.796875,250880.75,194025.59375,192914.765625,281641.3125,515640.59375,302140.71875,279899.09375,458147.875,418315,300353.96875
Q86X83,COMMD2,Homo sapiens,1015448.25,1054412.125,867706.1875,952475.1875,1220066.75,716763.0625,641618.125,495915.75,700145.5625,647712.1875,573620.8125,898303.75,1311985.625,910300.625,716279.8125,1225996.125,1041155.125,771756.625
Q86X95,CIR1,Homo sapiens,NaN,NaN,NaN,NaN,2525.373046875,NaN,3713.779052734375,5531.24658203125,NaN,NaN,2886.802734375,3039.202880859375,3866.919677734375,NaN,2163.361083984375,1869.0606689453125,1891.37353515625,NaN
Q86XA9,HEATR5A,Homo sapiens,121752.765625,132959.65625,117004.2890625,116311.625,151430.765625,92518.0859375,56138.7109375,52736.55078125,66175.203125,50625.13671875,53050.51953125,77321.0625,94217.84375,70503.125,65821.1875,85037.9453125,80232.375,66027.9765625
Q86XI2,NCAPG2,Homo sapiens,181126.21875,206778.109375,180574.671875,174620.203125,222729.78125,147963.84375,424641.59375,407962.125,497425.5625,410666.125,428788.9375,589658.8125,632412.0625,511607.25,462304.21875,573990,557978.875,443625.40625
Q86XJ1,GAS2L3,Homo sapiens,13815.4033203125,15293.9375,13212.2587890625,19286.462890625,36567.4140625,11560.2861328125,19142.755859375,28283.123046875,20950.732421875,20970.623046875,18733.017578125,28532.279296875,25535.712890625,21167.50390625,22853.5078125,20522.267578125,24158.232421875,16881.578125
Q86XK2,FBXO11,Homo sapiens,76387.953125,102979.2578125,21945.853515625,82153.2109375,113201.2109375,56478.5390625,97988.3671875,89419.953125,100480.578125,73700.796875,69211.640625,129600.265625,127912.5078125,106650.84375,112650.9609375,130105.4296875,132606.40625,94780.203125
Q86XK3,SFR1,Homo sapiens,8699.6591796875,8211.615234375,6715.80224609375,12842.392578125,10725.529296875,8453.16796875,7385.0380859375,5844.98876953125,6331.25048828125,11058.1474609375,8097.9609375,8879.3251953125,15244.828125,7760.14990234375,5812.15283203125,14478.99609375,12222.556640625,6851.97509765625
Q86XL3,ANKLE2,Homo sapiens,192444.109375,198856.703125,183895,203271.890625,209841.875,170928.390625,183028.75,177948.0625,162683.71875,187733.3125,199042.703125,214703.4375,234516.640625,177003.875,127827.3515625,224983.984375,193058.609375,150146.125
Q86XN7,PROSER1,Homo sapiens,80387.8359375,85511.9921875,132768.921875,86589.2578125,105588.8515625,66178.2578125,72668.34375,77047.359375,86073.90625,69059.625,80364.6015625,91478.90625,77952.8671875,79570.703125,77744.6640625,95401.84375,94874.125,81987.9453125
Q86XN8,MEX3D,Homo sapiens,NaN,NaN,NaN,20315.7265625,42808.234375,30206.748046875,42224.4609375,NaN,NaN,NaN,NaN,13095.0322265625,NaN,NaN,NaN,NaN,NaN,NaN
Q86XP1,DGKH,Homo sapiens,139835.921875,129672.34375,135712.609375,127513.765625,154500.34375,96370.7421875,85865.3203125,63124.265625,102191.8046875,84236.5234375,79140.6796875,126525.1015625,224876.3125,166458.46875,160127.78125,231994.953125,177238.890625,132712.046875
Q86XP3,DDX42,Homo sapiens,10955491,11097592,9053168,10116171,13021255,8526057,12610769,11292643,12305685,12088058,12519091,15963488,17407418,13085262,11441390,16604277,13686766,11058346
Q86XX4,FRAS1,Homo sapiens,51700.140625,33583.33984375,NaN,107228.21875,162775.015625,2246.799560546875,38091.7890625,34934.3046875,48110.4296875,43204.30859375,53288.94140625,80406.09375,14529.3837890625,76316.1640625,NaN,25765.587890625,23752.16796875,16847.642578125
Q86XZ4,SPATS2,Homo sapiens,384791.96875,369899.09375,312241.59375,353395.59375,407044.5,313201.4375,258590.3125,262662.15625,232801.09375,254700.875,279263.28125,330453.84375,329336.625,259084.984375,261363.96875,317238.4375,266195.5,230020.59375
Q86Y07,VRK2,Homo sapiens,89959.3984375,99077.015625,105966.1640625,89158.8125,113762.0859375,96693.75,85893.71875,102587.796875,102864.1171875,84801.8671875,60878.5390625,131071.3671875,225400.640625,184890.765625,125664.6875,228866.96875,190949.828125,138802.09375
Q86Y37,CACUL1,Homo sapiens,167780.90625,166741.1875,168559.328125,126291.890625,168325.515625,116982.46875,132794.671875,125228.3984375,192072.171875,118315.1953125,131775.53125,213079.6875,291928.40625,186398.421875,182917.8125,277374,197110,185020.640625
Q86Y39,NDUFA11,Homo sapiens,1269654,1468751.5,959825.6875,1331424.125,1561475.375,928712.3125,989673.4375,939465.75,813803.5,807309,969235,1191126.5,1439573.25,956500.6875,988174.9375,1133616.125,1090501.25,860005.125
Q86Y56,DNAAF5,Homo sapiens,2291641.75,2470260,1996355.75,2118963.25,2735326.5,1683436.875,1582032.25,1444735.25,1622472.125,1480961.625,1515213.125,2123393,4274862.5,2944350.5,2610858.25,3910755,3201656.25,2684333.25
Q86Y79,PTRH1,Homo sapiens,200881.65625,229625.875,137985.453125,196180.453125,233667.0625,158972.90625,267029.25,274593.25,331194.25,294566.625,320355.78125,430938.4375,316625.5625,321946.65625,257391.734375,391564.71875,278631.59375,253895.015625
Q86Y82,STX12,Homo sapiens,927666.875,1137565.5,787590.6875,1046305.625,1208240.875,751689.875,637025.5,569040.125,557509.9375,715193.25,711439.8125,776860.125,731390.6875,499272.03125,449271.65625,652325.9375,566993.5,410487.59375
Q86YD1,PTOV1,Homo sapiens,116245.7890625,124127.8671875,99438.7109375,109131.1015625,151732.40625,102676.8046875,48948.5078125,57113.26953125,69305.890625,45605.21484375,54532.8203125,79398.15625,118678.3515625,88431.9765625,92511.046875,110943.78125,101727.4921875,80314.4609375
Q86YH6,PDSS2,Homo sapiens,183572.140625,171353.390625,198112.796875,141570.84375,218778.78125,146633.109375,172658.84375,176693.21875,185673.34375,164264.84375,155763.828125,243618.453125,258802.21875,247947,174032.484375,246402.890625,229176.765625,206247.09375
Q86YJ7,ANKRD13B,Homo sapiens,13976.185546875,13448.556640625,NaN,12251.6982421875,18095.76953125,10860.16796875,7604.03564453125,4260.55908203125,8514.546875,7445.2060546875,7786.900390625,10140.525390625,19123.517578125,12294.029296875,9209.4072265625,30656.576171875,12743.3955078125,10449.3408203125
Q86YM7,HOMER1,Homo sapiens,84450.71875,90766.078125,94310.5078125,84017.1171875,93600.984375,85286.421875,72325.96875,70910.5234375,74515.9375,75597.4140625,77166.7265625,98200.171875,110089.4296875,106966.5546875,91568.640625,118011.9453125,94315.3125,97205.078125
Q86YN1,DOLPP1,Homo sapiens,670998.9375,728291.4375,430956.375,667566.4375,801608.875,568565.4375,529478.375,615491.4375,564745.5,503940.96875,549542.0625,733912.9375,328734.375,258224.390625,393334.15625,246956.734375,372629.34375,323367.71875
Q86YP4,GATAD2A,Homo sapiens,273917.84375,278249.625,237997.765625,265754.28125,297238.65625,187898.90625,509963.1875,451774.03125,449795.84375,487005.9375,541427.6875,609263,639270.3125,398905.15625,355631.90625,600918.625,423322.03125,293997.46875
Q86YR5,GPSM1,Homo sapiens,61116.71484375,78759.3359375,55345.1796875,67159.4140625,79101.8828125,39941.09765625,42785.98046875,36339.140625,36217.97265625,30936.994140625,24306.125,43951.62890625,59378.34375,48094.09765625,45482.67578125,74825.1953125,56523.5390625,46164.1484375
Q86YS6,RAB43,Homo sapiens,246981.96875,253271.484375,261524.203125,225689.953125,313455.34375,184991.890625,197472.21875,192759.53125,239142.28125,214765.90625,215698.6875,298735.15625,275583.28125,201998.234375,188077.21875,272537.3125,204808.9375,180652.890625
Q86YS7,C2CD5,Homo sapiens,215611.140625,243123.84375,278411.15625,228867.03125,265116.6875,202620.0625,197537,145542.03125,126932.4609375,165145.921875,167962.484375,226721.90625,389423.65625,259353.125,246047.625,370144.34375,305420.78125,223745.578125
Q86YT6,MIB1,Homo sapiens,102562.4375,92006.296875,82783.6953125,93619.5703125,120524.171875,75139.0078125,78808.140625,63689.28515625,75900.0546875,67498.546875,66267.625,94889.015625,145146.609375,110597.8125,97646.703125,137982.921875,113247.296875,73739.96875
Q86YV5,PRAG1,Homo sapiens,6894.42138671875,6613.140625,NaN,NaN,6792.08154296875,5069.13037109375,NaN,NaN,NaN,NaN,NaN,NaN,3047.000244140625,3751.8583984375,NaN,NaN,2334.927978515625,NaN
Q86YV9,HPS6,Homo sapiens,375018.40625,396176.3125,348946.375,356240.03125,452828.65625,317884.4375,280012.78125,288759.4375,353616.9375,278152.59375,302513.6875,422444.875,547970.125,430638.09375,337050.125,565920.5,435726.125,322732.125
