"","LTED_0_rep1","LTED_0_rep2","LTED_0_rep3","LTED_10_rep1","LTED_10_rep2","LTED_10_rep3","LTED_120_rep1","LTED_120_rep2","LTED_120_rep3","LTED_2_rep1","LTED_2_rep2","LTED_2_rep3","LTED_30_rep1","LTED_30_rep2","LTED_30_rep3","LTED_5_rep1","LTED_5_rep2","LTED_5_rep3","LTED_60_rep1","LTED_60_rep2","LTED_60_rep3","TAMR_0_rep1","TAMR_0_rep2","TAMR_0_rep3","TAMR_10_rep1","TAMR_10_rep2","TAMR_10_rep3","TAMR_120_rep1","TAMR_120_rep2","TAMR_120_rep3","TAMR_2_rep1","TAMR_2_rep2","TAMR_2_rep3","TAMR_30_rep1","TAMR_30_rep2","TAMR_30_rep3","TAMR_5_rep1","TAMR_5_rep2","TAMR_5_rep3","TAMR_60_rep1","TAMR_60_rep2","TAMR_60_rep3","WT_0_rep1","WT_0_rep2","WT_0_rep3","WT_10_rep1","WT_10_rep2","WT_10_rep3","WT_120_rep1","WT_120_rep2","WT_120_rep3","WT_2_rep1","WT_2_rep2","WT_2_rep3","WT_30_rep1","WT_30_rep2","WT_30_rep3","WT_5_rep1","WT_5_rep2","WT_5_rep3","WT_60_rep2","WT_60_rep1","WT_60_rep3"
"HDGF_T184",NA,NA,15.5388687712785,NA,NA,15.3784232368464,NA,NA,15.0760540980019,NA,NA,15.506214872141,NA,NA,15.3809920280546,NA,NA,15.509229907425,NA,NA,15.9153555327254,16.2089174065901,16.0292007375767,17.0522003159613,16.516974392961,15.383983619661,16.6841630138563,16.7997612009452,15.3433350179842,16.6384183120276,15.5814222190994,15.1443173175513,NA,16.9110123225756,14.9307166428879,16.8716178022092,15.6059761928234,NA,15.7442290877008,16.8274455548978,15.0781581886032,16.7229916002889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCNH_T315",20.5886534051972,20.980432304465,20.49371695457,20.3322267023555,21.0050068688067,20.5339133828602,20.3672612185364,21.4972002876827,20.3061764289777,20.4575428685468,20.9707937818184,20.4516161101292,20.1904766417027,20.8814596529393,20.4906534013395,19.9276466445677,20.9485935204676,20.5078168027356,20.3998749415383,21.3706555702816,20.4276550559226,20.1206860474921,20.6460907950909,20.3676034537263,20.1624341511632,20.8492756235631,20.2805361501766,20.2571333656638,20.7976655083854,20.470708867216,20.0707736484406,20.7962143126905,18.9276857179542,20.1170143167851,21.0000851933406,20.3101603683325,19.6701594209859,20.6077599721393,20.2926200779757,20.2682449053453,20.6713249031643,20.556235565056,20.1999370273533,20.7239921758601,20.5149714835616,20.2623120973327,20.9464466516961,20.6129792951446,20.5804679519696,20.7376389314844,20.3729221664051,20.216308094019,21.2499964661254,20.7033754651037,20.2443394596307,20.9756202718196,20.6703158375503,20.2014681677485,21.0351831581399,20.597103100933,21.0245801677202,20.4100628641116,20.5901707502478
"MNAT1_T51",14.3203925304873,12.821548882737,14.0238313204548,14.1325582871607,12.80496796909,14.2148636498598,13.8444495137482,13.0317591751694,13.2559046762731,14.0988970533999,12.471516700866,14.3184304129886,14.3629352635032,13.4097485667581,13.9824253340326,14.2676512642665,12.9113160592804,14.0463822858947,14.2470213058683,12.5960850936737,14.0602832427254,14.2726571052933,13.0037369482085,13.824342854102,14.5638061585722,13.5248848102147,13.6366970333583,14.1102701289081,12.8925948273938,13.097911025983,14.5651637366597,12.9855173002229,NA,14.2549757988414,13.611786657649,13.7945297445956,14.5935329710695,13.3764367749682,13.6660928887361,14.1210823982527,13.1862663587557,13.6528902958307,14.1313166524218,13.3799850232246,14.5223534404784,14.0638245773686,13.2031407727962,14.4178738839479,13.426026577119,13.1199613432271,14.0579283453231,13.8664049411785,13.5234212814362,14.7084242776967,13.7558592808046,13.1832789095261,13.8639653725489,14.0851192511401,13.2913638201067,14.3132979911939,12.938146707041,13.8122787660713,14.0007154990776
"MNAT1_S279",19.3595789563636,18.312571148461,19.4037263130435,19.4595699965428,18.7474163237562,19.5139047478068,19.5910567096832,18.7314070030826,19.3966558712269,19.5778250624005,18.8589174686632,19.3894108517556,19.518500596191,18.7485684087705,19.4002582695686,19.391545951562,18.6862151771173,19.3703679920971,19.5772811861856,18.9830769597399,19.3925472444194,19.078066423183,18.5894785757932,19.1015512664258,19.0252894431443,18.1649441997298,19.0073125572949,19.0726583973168,18.171122796209,19.1461174749132,18.8140429113992,18.4308375206603,18.2010270526992,18.9198871927413,18.413395735657,19.057776135891,18.8111970746682,18.4563788244895,19.0228865960894,19.0354644864985,18.4983292830367,19.1461397794771,19.221432704611,18.8053999014682,19.1153261416217,19.2190087295934,18.5951027208767,19.1492013894057,19.2647070833345,18.609875796993,19.051037936743,19.2850989674129,18.7695027911532,19.1360306361075,19.2185250416985,18.5378533250904,19.211265841493,19.1318263234897,18.5577174239676,19.2287225555709,18.529361899375,19.2061835447348,19.1375170415997
"NEK3_S355",16.1113767726701,NA,16.6499073460069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8067762859078,NA,16.4466215863793,NA,16.6539512167918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4191424993547,17.2499287972292,NA,NA,17.3322170546828,NA,17.9133923667966,17.9985108356961,NA,NA,15.4088678761552,16.7955249730583,NA,15.4292968785553,NA,16.8446811425282,17.4941412574045,17.0218267496342,16.9846169855503,17.3099593697054
"NEK3_T479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8560855172475,NA,NA,13.6979990375502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5918984414772,16.1697684333399,16.5047690656304,15.0129173561879,16.1961735608738,NA,NA,NA,NA,15.6197624157868,NA,NA,NA,NA,NA,16.3733012946048,NA,NA,NA,NA,NA
"NEK4_S661",16.4930209259661,17.125767776521,NA,17.104463128418,17.5130558236849,15.36410042805,14.8315311199244,12.2335523558155,16.1132706671102,NA,16.084119869944,16.7967145310712,NA,NA,16.0491468104019,14.9060180242383,16.7235566616417,15.2687832848565,NA,16.898098187916,14.5992518239541,NA,16.4500885758538,NA,15.194553690994,17.0596655802111,12.6562623848145,NA,17.1922777744812,NA,15.0206579468316,17.801731046139,NA,NA,17.2472738049666,16.9544678982005,15.2382109914355,15.4430086784627,17.3480534677336,16.4101356302007,17.1896682769909,NA,16.2258556822806,16.9302423119196,NA,15.7308231661065,16.3219444807343,12.2545017957946,16.6514737636718,12.6414035488125,NA,15.5485506026348,15.3377998970279,16.050076025391,NA,16.2405791923672,NA,NA,12.0857084535768,12.2134728507942,NA,16.0579398884359,15.7398796724999
"NEK4_S563",17.5715639911327,17.0561891148934,17.3109837395607,16.2320566923853,16.226029336818,17.363589093109,17.2521866414657,15.0489354418038,17.3417503662651,17.0155882147641,17.8228778302088,17.15950751666,17.4095093253106,17.5155941179242,17.7250521311352,17.4469109183906,17.6424911545323,17.0201707412577,16.7524599346619,14.5687264479356,16.5791778954297,15.4399055256196,15.9011502248449,13.7741173930104,15.7854151097427,15.3563907542623,14.9946350686607,15.8687616281113,15.4286012308987,15.7624506970391,15.3506110403212,15.090355760171,NA,15.8443866880484,14.7554575405637,14.637420610044,14.4954569070309,15.6498654092829,13.7769342885243,13.6712932671211,15.4496710051087,14.8461123852517,17.0275161843995,16.7104686330901,16.3209232305039,16.8647781312983,16.8472947889274,15.806134508616,16.1762836583842,16.9621297466601,16.8762026166946,17.2569650854508,16.6296664690153,15.8324385024288,16.6271718433033,16.9441536669095,16.095266565991,16.8451349228835,16.1652222760818,15.2409456541513,17.0097438560077,16.562029332964,16.3593158053098
"NEK4_S639",14.4243615224824,13.1305922997256,NA,14.470269565044,NA,14.914233472305,14.3399957080215,NA,NA,NA,12.8252476818906,14.3629764659851,14.416415834358,NA,14.2807414246716,NA,13.6133447532505,14.6362719320924,14.3424694643824,NA,14.3649136594436,NA,14.1128864126485,15.2453151770345,15.6350268835139,14.3418638428148,15.8789626324238,15.0252903409589,NA,15.2388412149368,15.7064741627302,NA,NA,14.7439526458838,13.6845858829212,15.395481025511,15.4627858457212,14.672911986954,15.4170852118423,14.6728228459252,NA,15.182465332237,14.3906509523633,13.5467087311374,15.2770396469298,NA,13.8150355963827,14.7908878422584,14.9361960748803,13.9016624186463,14.5294958846951,NA,13.5048795980543,14.9149587900531,NA,NA,NA,14.7280812705381,NA,NA,NA,14.198572526044,NA
"NEK4_S677",15.274863786719,14.7852474827706,15.5314858482306,16.5025847212559,15.1938527957604,16.1053640735717,16.7377089038457,15.0461008815132,15.4280691904966,15.0182459145263,15.2805114511567,16.3864712493401,15.369950283335,15.3432278267626,16.0866840285928,15.2510875381023,15.1531292148765,15.9307872424511,16.0116920948408,15.565831129814,15.6876272732077,15.9709400177055,15.2624253757632,13.2347158983105,16.2595664507974,15.5778472969424,14.8551586381751,15.955867265697,15.2408704250388,15.6561591483881,15.598864071553,15.539307798879,NA,15.8412479441362,15.5664315404589,15.3742784898717,15.8674034736985,15.7212122490714,15.0643161978673,15.9913094812684,14.5205733584006,15.7630207873635,15.4733256180096,NA,NA,15.7371927039836,NA,13.2271887588152,15.2749371451205,14.5826136783603,14.8400899368008,16.1165033558599,15.8730652111871,15.2045379404005,15.651926227511,15.0288655976125,15.6046605561783,15.9128227014138,14.9856081948469,16.3898873032279,15.0749242140416,15.774466156993,NA
"NEK4_S570",NA,NA,NA,12.1415130898571,NA,NA,NA,NA,NA,NA,NA,16.2027856654313,15.9404878253801,NA,13.1563830249872,13.5844124147562,NA,15.8065833888435,13.9856095644633,NA,12.8404365208419,12.7139012346069,NA,13.4262063014501,NA,NA,NA,NA,NA,15.1262855294675,NA,NA,NA,NA,NA,NA,13.7205692957763,NA,NA,13.0864243140281,NA,15.0572055622693,NA,NA,13.2498720136289,14.0358147144873,NA,12.8836782780155,14.2034168668601,14.6274506432734,NA,15.796793577301,15.3116282107735,12.8980900262175,14.1077265639668,14.1566665608526,12.8873585496365,15.6432262684585,NA,12.7613530677019,NA,14.2242655486478,12.914957901764
"UBE2E1_S2",17.8381632747396,17.2732665379675,17.6740643725063,17.9947642087612,17.2798907396126,17.4836282867004,17.6128689914688,16.9522515738775,17.6568975270449,17.1814681585729,16.8712163240149,17.7905784357781,17.7564775353998,16.5174301089453,17.5837291986926,17.7470933008034,16.8049970165795,17.5361690983951,17.4586037487558,17.3426551374542,17.1248486430135,17.9035813244734,16.3304150714926,18.456323248492,17.0513999244385,16.5663039584246,17.7634281610568,17.1313965588246,17.3915539349813,17.4176764099791,16.5940064864429,17.0351337491635,NA,16.9901472531173,16.6548689113812,17.6754049070178,17.0643125089093,16.284995479281,17.9077100647564,17.4769616849382,17.0250910623825,17.5479542221218,18.0334096148161,NA,16.8453392220282,17.5534887492989,16.7559010877776,17.7799019978508,18.2305453633814,16.7425905148156,16.8889776602921,17.6673754252357,16.7299947011907,17.6980668869816,17.5839665762844,17.2339063792478,17.4922548047836,17.194195475592,17.1988297829047,17.1686792772398,16.9879971681672,17.7090076037721,17.0265345731621
"HNRNPA3_S358",22.9600067565932,23.0557846626611,24.2059717343945,23.4242535941877,23.3115468983315,23.977235908916,22.9390181196887,23.3140102841621,23.8612420334059,22.9982652526047,23.2775778749734,24.0825029856419,23.1357072628243,23.2587590252654,24.1256527809844,22.8366429659417,23.2984131667057,24.0650152150681,22.9448148219597,23.2432218852073,24.0464804322468,23.6666200218848,23.1682577478982,24.1494390201004,23.7169851635541,23.2396781852993,23.8529749431816,23.7512675004167,23.0395725799609,23.763776012526,24.3003092371857,22.9550008633077,22.9240551719077,24.0639584904859,23.0895264953176,23.7444334893855,24.4183907602053,23.0477832084101,23.9610046032537,23.9016826368088,23.2384622545089,23.8503181973424,22.1819211617659,22.5325730605879,23.2108701050706,22.2846737475798,22.4036001332977,23.5409900711822,22.5192034578438,22.293749838346,23.3808032932958,21.8404607745801,22.4866606014482,23.5328078789359,22.0671171411243,22.4670107686946,23.3926963555797,21.9457644581698,22.7067688149509,23.4380392403465,22.7913154746218,22.6635063895666,23.3795085501699
"HNRNPA3_S43",15.1820226052925,15.1048343378098,14.742207382486,14.6682213139727,15.0607442108225,14.4496400216767,14.5663085586995,15.2714243447389,14.6924321065479,14.5324990877373,13.8847848793474,14.9327796424307,14.9407404746997,15.4080659326394,14.9166242032647,14.5884988563006,13.7147298354822,15.0098243946738,14.8020216301403,15.6259022516904,15.149802105836,14.355846901454,15.6324224924341,15.0170690344588,14.6913167123478,14.3211215039559,14.9547836622789,15.3667289616215,14.5116336988045,14.9450294477037,16.6298321761177,15.8130960667741,NA,15.2844989723884,15.1664978496346,14.8947234540784,15.695822383215,16.6164779436764,16.1414898307272,14.8594186024508,11.2748225693186,15.4332224914539,12.7699308926633,13.4326489767949,14.2872018670816,13.2472420988144,NA,13.9405926503347,NA,13.3660762407271,13.1809010315696,NA,13.1567251977632,14.0006170099767,NA,13.8876122542324,14.127073432687,NA,12.3867200776439,14.2852191780181,13.3039885886536,13.7418954375466,13.6914222268245
"HNRNPA3_T46",16.869857103926,16.9545163768752,16.2105686595486,17.8431994096865,NA,NA,16.1542463836075,18.2443508166608,16.1785556905495,18.3481697672794,17.1020824363446,16.2187693048598,15.5642011586612,NA,17.3302875563054,NA,NA,16.8308944530523,NA,19.5776211858838,16.8656610961902,15.8349308251874,15.5734624456742,16.0694029103549,16.0867787888707,16.4516090883768,17.1975143537364,16.2190475450958,16.7948407758412,16.9871308998918,16.7592492548218,NA,NA,16.9511999253558,18.0338542167369,16.9920708928921,17.0070261949257,16.9778895510792,16.8329099828177,NA,14.3895959238393,17.65187072433,NA,NA,17.5567152241767,16.1566683900614,16.5876139508659,NA,NA,NA,16.9101693921476,16.5077368001257,NA,NA,16.6513598723669,NA,17.1333214402783,15.9148971967796,17.8982209771446,16.5749095133945,15.8999362376366,NA,NA
"HNRNPA3_S14",20.5801979486242,20.4181882852874,20.1627126670727,19.5048084517178,19.1960763198599,20.3124837700424,19.6057955281404,19.5016325631626,19.4793824855228,20.1639841898398,21.0759049302223,19.9478350924691,20.529589729749,21.0734484148382,20.1220479108946,20.308900095208,21.0905609373406,20.1869167564784,19.5108226778974,19.285382951201,20.3001905636036,20.3228917525301,21.6282036164915,18.8154832461506,20.9530162081681,21.0850286078172,19.3115931796358,20.7123524026762,19.4805205692224,19.5037209344364,21.3545113091216,20.1086373875855,15.7365759803856,20.962151240929,19.7066682197135,19.523758703071,20.5054724985395,21.0067998699387,19.2747491969575,19.3884055025988,20.8217886225573,19.3493561021402,18.1684831227609,20.2390922905697,19.9092885466596,18.990885846922,20.7809503448199,18.3242846648387,18.3410434538689,20.0734529009765,20.0042886038902,19.3457023638485,20.2415261879472,19.079480524479,18.7870220343499,20.1323763937605,18.6134202729167,19.563092541727,19.5427486513375,19.1679203224793,20.250292702583,18.332143088063,19.2851796276081
"HNRNPM_S701",17.2017060968248,16.6119085188425,17.3826714934829,17.318727918637,16.641059358137,17.1158132329035,17.2409933880242,16.4041153216313,17.3910471590004,16.9510587084834,16.8583684453512,17.4055286464428,17.3956978919939,16.6991620439637,17.325559249211,17.2978184277097,16.7343972830597,17.3552801432861,17.2381955635178,17.1678171098461,17.3131712187363,17.692129472883,17.0807140629012,17.1200512838012,17.4844644248864,16.8970893809379,17.0584074405759,17.3673713901935,17.0859561189354,16.894881828504,17.7080370372945,17.1919794802565,NA,17.7644102610013,17.0493451465246,17.2074409863101,17.9037106306724,17.0703607919009,17.3594817803474,17.5727468784616,17.0605217078556,17.0004305577202,17.0353420957292,17.1221470450642,17.3206771254931,16.9829315785465,16.8458658891889,16.9109904546648,16.6536481185947,16.8191086771741,17.1884645830085,17.1166744308184,17.1464267807515,17.2306948674589,17.1575054116454,16.5682421978566,17.2076497328404,17.0778012611334,16.9175150447505,17.2228111688356,16.6091123444749,16.9363941126672,17.1842517165809
"HNRNPM_S528",20.262627059827,19.3027809985043,19.2825625591884,19.4573790524887,19.0411488373734,19.5599523509294,20.1839161479243,18.7735507299868,17.7728686413887,19.736873726102,19.0309637244759,19.6608978856455,20.0285804485581,18.3616309574925,19.3744662983766,20.1567235520488,18.69087122279,19.394575951087,20.2096692683968,18.7285341633615,19.4555282469396,18.9567377580417,19.0617503022715,19.1977708844598,17.7407096345144,18.2662512777813,19.2646978520933,12.6216379838682,18.394484457682,19.1787890934744,19.526525740518,19.1014518255175,17.3936123230068,17.4140180333387,18.5652385084078,19.2289665318934,19.4527327173268,19.2113165072768,19.4924756140474,17.3944294506532,18.4290061672125,19.4466535444591,20.2307214492248,19.9806724862215,19.851720092089,16.3027865778673,19.7075650376314,19.474474688887,19.7971493420504,19.8751674804555,19.0731060036087,20.1253690059175,19.3838689767469,19.709356562698,19.8812079705183,19.9704481658193,19.5909725322681,20.1468931792491,19.4328953940311,19.3346115178367,19.216397225631,18.9909799596633,19.3277424372342
"HNRNPM_S575",18.7034833214909,17.9735630205723,18.3524854268521,18.7053720926173,18.1548268769526,19.1087487569483,18.8093718941222,17.9695270883097,18.4456209039616,18.0843071792429,17.9672583540205,19.2803473261751,18.7717874413684,18.4712723122114,18.5058172118027,18.7003458516114,17.9823230780078,19.073800972118,18.5015966196182,16.8826143040982,18.9269053834722,18.7255265221516,18.3342946282844,18.5171595314979,18.8750741540511,18.5851699448354,19.0303937740105,18.5493733506982,18.2620951009169,18.7074259293255,18.7033860188902,18.628128625869,NA,18.8566443407754,18.2103427405013,18.8746936188293,18.8748693279289,18.4183130324233,18.9180079944348,18.7452538784211,18.0195626361267,18.9343701609962,18.0571470219145,17.7740541084807,18.6544452811909,17.7336850225629,17.7248133855861,17.4206762340946,18.3503084247786,17.7914067019493,18.9019189843979,18.3555741498728,17.7711376872355,18.0246431080349,18.4259899766792,17.6255950334841,18.4651975064546,17.2423626024089,17.8794380745339,17.9165192736853,17.6147612668968,17.6959419531233,18.746466921059
"HNRNPM_S588",18.7034833214909,17.9735630205723,18.3524854268521,18.7053720926173,18.1548268769526,19.1087487569483,18.8093718941222,17.9695270883097,18.4456209039616,18.0843071792429,17.9672583540205,19.2803473261751,18.7717874413684,18.4712723122114,18.5058172118027,18.7003458516114,17.9823230780078,19.073800972118,18.5015966196182,16.8826143040982,18.9269053834722,18.7255265221516,18.3342946282844,18.5171595314979,18.8750741540511,18.5851699448354,19.0303937740105,18.5493733506982,18.2620951009169,18.7074259293255,18.7033860188902,18.628128625869,NA,18.8566443407754,18.2103427405013,18.8746936188293,18.8748693279289,18.4183130324233,18.9180079944348,18.7452538784211,18.0195626361267,18.9343701609962,18.0571470219145,17.7740541084807,18.6544452811909,17.7336850225629,17.7248133855861,17.4206762340946,18.3503084247786,17.7914067019493,18.9019189843979,18.3555741498728,17.7711376872355,18.0246431080349,18.4259899766792,17.6255950334841,18.4651975064546,17.2423626024089,17.8794380745339,17.9165192736853,17.6147612668968,17.6959419531233,18.746466921059
"HNRNPM_S633",NA,NA,15.17314568575,15.140924318603,14.65315567919,15.2901709726254,15.5205856549401,NA,15.4086386408365,NA,NA,NA,15.45259279832,14.8133754689165,NA,15.1258761239925,14.5089433941961,15.015866231983,15.4571779987413,14.5134565273571,15.3100111717642,14.5980751037797,14.5305902406676,14.2148116016271,14.6099376784553,14.3766744883212,NA,15.163700329543,14.4992338650619,NA,15.06699157542,14.0911152888331,NA,14.8485885719306,14.2778031054067,14.7856854546642,14.8908191580757,14.4511442566461,14.1854251834017,14.6846397761295,14.792353413192,NA,14.626998972275,13.895766345475,14.6211051619621,14.6993999954882,NA,14.8069510191681,NA,NA,14.5661166022425,NA,NA,14.5651125143757,14.7027449541238,NA,14.6038322625775,NA,NA,NA,14.5767242986285,NA,NA
"HNRNPM_S637",14.2113287643122,14.5184962800914,14.8650097974574,14.7696549668986,14.1064739214616,15.3500996087169,14.6650632042441,14.0293389208314,14.8668855103817,NA,14.30575072997,15.0249189227309,14.4997078502143,14.0820182276706,14.9065741431635,14.2496247734935,14.4265807258895,15.1056971415546,14.4483234647635,13.7291192927854,15.0333191267369,14.6731652564167,13.844355535509,14.6405553916248,15.8131553300181,NA,15.4463228337744,14.6697240372298,NA,14.7785789629753,15.6387061988904,14.1137335236157,NA,14.1229481161173,NA,15.237902884987,15.4273494044005,NA,14.8067901902479,13.4363326451015,NA,14.9894743311711,NA,NA,13.810230251371,NA,NA,14.4785172491058,NA,NA,14.2475250830627,NA,NA,14.0998212161248,NA,13.3553505120896,14.2273964356199,NA,NA,14.6331894624542,NA,NA,14.2422594977797
"HNRNPM_S618",18.8446056414478,17.2473547890476,17.6558886627093,17.806857340715,16.5912987246356,17.9618281860085,18.9625220731317,15.5521874090925,17.7494884910789,18.4738156773591,16.0854663467237,18.3769816340215,18.6789563579273,16.4449490057365,17.4953090789617,19.2151851958899,16.4181241893458,17.7404377612851,19.1368919948351,16.3638024432966,18.1220449324204,17.4330615234573,16.2868023727251,18.1016194312464,14.4870767316964,15.1726071611582,17.8299415257381,14.2409430402689,14.9860994346728,17.4343979113879,17.2455278386422,16.6939087855981,NA,14.3526129199933,15.2221991544813,17.7131099293649,17.4002651960425,16.3634501848046,17.9929946297293,14.0520405134855,15.2477024466548,17.7381865292943,19.176608003357,17.9473275541202,18.2165220546063,18.2173300556579,17.1677987376037,18.41901966286,18.6870888565323,17.4692612231432,17.2836251838538,18.7940576274744,16.8710958801955,18.2244961523824,18.4422093532917,17.2309273273208,18.1199383307564,18.2932327859654,16.6473686550576,17.5993100373811,16.7938244459501,17.4223064988219,17.5329859354743
"HNRNPM_S432",NA,NA,12.9165728249465,12.5034276402732,12.6630277474601,NA,12.0277418148856,13.8054962064292,NA,NA,NA,12.3647770794501,NA,NA,12.5861453746173,NA,NA,11.7379283772747,NA,NA,12.6021958350024,11.7929639911216,NA,13.2009660343424,NA,NA,13.5694711768489,NA,14.4591196636721,13.0348492213718,NA,13.0626505634168,NA,NA,14.138388415285,13.1449352819221,13.0678151015885,NA,13.2062581245653,13.5891133975268,NA,13.8419393395648,NA,NA,11.9013331473912,NA,NA,13.4783710206006,NA,12.4807193015457,11.2000596738014,NA,NA,12.8859183996851,12.2607635069697,NA,13.1247913372776,NA,13.1541543925872,12.735941293094,12.0954973517463,12.4364994990848,13.0930976650929
"HNRNPM_S397",13.7778971077818,NA,NA,14.4545291211165,NA,13.8825699811596,14.1043438239423,NA,NA,NA,NA,NA,13.7728270439408,NA,NA,NA,NA,13.7078814917476,14.0055163703292,12.9345542812846,13.4380984476806,15.0582793852103,NA,14.3991660756242,14.3252615991702,12.8339331065472,13.9166262369643,14.5075902026371,NA,14.4856087821299,14.390856424303,NA,NA,14.6336104187739,NA,13.7046903867539,14.3455716647763,12.8624503580568,13.845161486822,15.0881605631929,NA,14.4366136752261,14.9386520578264,13.9244347974559,NA,14.6504555863008,NA,NA,NA,NA,NA,NA,NA,14.3479627965885,NA,NA,14.3004924413544,14.2689453919228,NA,NA,NA,14.6164815778996,NA
"KPNA2_S126",NA,NA,13.2257521433238,NA,NA,13.2713640376328,NA,NA,13.915154163207,NA,NA,NA,NA,NA,NA,NA,NA,13.1871546862849,13.2833121999869,NA,13.2848641095692,NA,NA,NA,NA,14.5273725500795,13.6474588183721,NA,14.6175195848332,NA,13.926186001949,14.7355626093571,NA,NA,14.5308792546815,NA,NA,14.5882779376131,NA,13.7099145016466,14.1710892481653,13.5520533810591,NA,13.3614965523484,NA,NA,13.8326324735009,NA,12.8769641588439,13.7251472239819,13.3302570005827,NA,13.5463114223592,NA,NA,13.6874559139889,NA,NA,NA,NA,NA,NA,NA
"KPNA2_S62",21.8678626634641,20.0756230113598,21.8031396614997,21.4205808252929,NA,21.8087633324677,21.5241392436421,19.8754801630552,21.4937563149559,21.9676495493242,20.4793003006953,21.6742729631581,21.9147469496293,20.4667775620989,21.6485945724619,21.9322852472712,20.4728782230194,21.7213168153982,21.8074694714698,20.1336958071934,21.7626616785166,21.8422036128247,20.9240592061369,20.5001028670331,22.1806509219,20.8829827562601,21.4198265152216,21.9199465519306,16.3285477349359,21.1773983499572,22.6816197367409,20.7826771153654,NA,22.3309372587962,20.6231380080085,21.5339591437642,22.4338205760619,21.0916632494816,21.226497472871,21.7263138790982,20.5626844021684,21.2688143652523,21.382755617564,21.0509772556967,22.7942572354706,21.6254305822769,21.0663542762334,21.4057111872498,21.3805615122656,20.8873162501642,22.452662422962,21.7344898743502,21.4163489178805,22.1099359722614,21.1914276367215,20.8378143483292,21.7031930398876,21.822862593907,21.0922412754517,22.1807177553572,20.8357839738426,21.3357196655002,22.010975674499
"KPNA2_S490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7703643267632,15.6610917359615,15.8794614576992,16.659815454153,NA,16.1945130345395,16.5568496880836,NA,NA,16.7233933748869,15.6123079710698,NA,16.6000682606888,NA,15.8648426671003,16.6262374754406,15.5656827074602,15.3566809991865,16.7409600931878,15.6501240565865,15.978455207524,NA,NA,15.1670070091261,NA,NA,14.9476673279422,NA,NA,NA,NA,NA,14.9205380968304,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KPNA1_S244",NA,NA,NA,NA,NA,15.5529525671299,NA,14.7688914701742,NA,14.4424581646162,NA,15.8348795043548,NA,NA,NA,15.5327648858512,NA,16.2196529521038,NA,NA,16.1791078356777,15.4308842014851,NA,16.2936727969289,NA,NA,15.9916724869611,15.8909202076902,NA,15.769003779899,NA,NA,NA,NA,NA,14.1546611326219,NA,NA,NA,NA,NA,16.3059549733783,NA,NA,15.9448094777593,15.9032030014446,NA,16.2673169355628,16.873135331271,NA,NA,15.1513440252722,NA,15.9132614707816,16.0513163132703,NA,15.5707221973696,NA,15.4236831541951,16.0107608994839,15.970567832263,15.6103643550965,16.1432143019812
"NCBP2_S130",16.2537247313852,NA,NA,NA,NA,16.1036918484467,NA,NA,15.71551054826,NA,15.9371084071969,12.117696395499,NA,NA,15.677916239269,NA,NA,NA,12.3295545829575,NA,NA,12.1371604832934,NA,NA,NA,15.4834318648395,12.0898137310282,15.7376220197113,NA,NA,NA,16.0854493970943,NA,15.5517730137665,15.9841745654522,NA,12.6567781629048,15.7178361556153,11.6283882347315,NA,16.4276649938767,NA,NA,NA,15.9730426255977,NA,16.5028826755073,NA,NA,NA,15.7311306276569,NA,NA,NA,NA,16.1623987636965,NA,NA,NA,15.4817331950994,13.048284867371,NA,NA
"ARHGDIA_S34",17.7784835475459,18.7207598266503,17.6839392529083,17.7798647813037,18.2356286524356,17.2074429419965,17.8364687589238,18.6358702790264,17.617624283045,17.4853482764817,18.0215028277336,17.2426177319266,17.7311225580043,18.2524945892428,17.5407076858241,17.3536873453643,18.0182360126827,17.4531544718634,18.0734665752528,18.4979375244005,17.7654429830046,18.342386706957,18.6108142664683,18.4259417361118,17.852340882362,18.2886376139757,18.132784744063,18.2182535991625,18.9387500730193,17.8581744149053,19.9789501230907,19.9326386547211,18.9959258734002,17.8549499889364,18.548201415306,17.9981662854688,19.6453558192978,20.1717881043822,19.5238011885697,18.2262100235826,18.6731518209523,17.9785160938921,17.4404026021744,17.9455484718095,17.188026692811,17.3004874167905,17.4007557861185,17.0423266887652,17.8471565499493,18.0267966809017,16.7180942688556,17.2464646247733,17.2357693127107,16.9477303815732,17.4074625670577,17.7847633887162,17.1491333938772,17.0079525475204,17.2856526435801,17.1625360021927,17.7968849158518,17.8853801402066,17.2670479707653
